clr_N,clr_P,clr_K,clr_Ca,clr_Mg,clr_Fv
0.33211862197412234,-2.5183251019693023,0.8379383072135949,-0.47946884040454485,-1.6390756417754968,3.4668126549616276
0.4252302406722044,-2.3949574603668555,1.1387291043413783,-0.5154924107196956,-2.3461672961974243,3.692657822270396
0.445341749352961,-2.3654291224440582,1.0112271503019792,-0.7290837570900335,-1.9907356730026473,3.6286796528817966
0.3993263701816576,-2.599179830255059,0.7945825729195786,-0.6220171376956412,-1.577528582723077,3.6048166075725385
0.6519389433322154,-2.4682209085968276,0.8242432729288618,-0.7470790065827257,-1.7750737280368822,3.514191426955356
0.4885647008479608,-2.52533487666148,0.9418880152598255,-0.6426036292276973,-1.7631948246145828,3.5006806143959746
0.7209165274512146,-2.301249003170932,0.7209165274512146,-0.8712795785483798,-1.70162788062181,3.432323407438694
0.637949874224609,-2.3213577734781023,0.8174753437165623,-0.8087696870339189,-1.8182541958060212,3.49295643837687
0.47303527346506336,-2.2896252950949894,0.7189276668880633,-0.5418289492880506,-1.698260808844986,3.3377521128749006
0.34312996599618417,-2.2737042268343646,1.2075358625013273,-0.6414516366340925,-2.1645049348693726,3.5289949698403187
0.5429860198483389,-2.2866403359908913,0.9664268536255887,-0.6859361035255453,-2.20325872705184,3.66642229309435
0.5552386876179578,-2.4335648758615194,0.8952324759920707,-0.6105528631293597,-2.012351410785215,3.605997986166062
0.5692522875469535,-2.423431866947701,0.7214697560833438,-0.6610862829259396,-1.7302846863877557,3.524080792631098
0.7251907638346267,-2.327677701090173,0.7597217609896414,-0.6945232620387571,-1.991205464468961,3.5284939027736253
0.5076740318536093,-2.50892594525019,0.6763481330712424,-0.5881743558310313,-1.5172857761342482,3.430363912290616
0.6942658898962604,-2.4232991789710345,0.7815659088275679,-0.7466090395277671,-1.8211237766168162,3.515200196391788
0.6484651991175294,-2.1759877751721057,1.1160103145250582,-0.6912533412389625,-2.4077893892294298,3.5105549919979118
0.4099798443274625,-2.661896142977558,1.0255116405249223,-0.4978972132696593,-1.8575233273073883,3.5818251987022216
0.6909623614471556,-2.353560076276268,1.0911224173256269,-0.6531503856364402,-2.45364353483325,3.6782692179731753
0.5010825697370715,-2.492146573598801,0.7028090675517475,-0.5792427210116577,-1.6319453083756899,3.4994429656973316
0.4784082673398249,-2.533619088700669,0.8019810104756737,-0.5809292526599767,-1.666118520995945,3.500277584541093
0.883880113576228,-2.3722144217745806,0.6588849956167016,-0.7158929234416305,-1.9275286005131353,3.472870836536418
0.5442099722350471,-2.4745167602428997,0.6797045947369478,-0.814220430575308,-1.4053183567810836,3.470140980627294
0.5950305229019008,-2.3552393765753328,0.660658566573253,-0.4040521704191762,-1.913406624296294,3.4170090818156496
0.27111071009202004,-2.1422487884039327,0.0707241459004262,-0.23094416852609445,-1.9286746881058736,3.9600327890434555
0.36483668440697414,-2.4415494174160974,1.0354860406375623,-0.521956576678158,-1.9772438092850004,3.5404270783347194
0.4429057895588775,-2.5317230109658855,0.9807000058064941,-0.34765651820717736,-2.2738939016637856,3.7296676354714773
-0.0069842771892982825,-2.3091344930292843,1.1360104283265149,-0.7350985076461001,-1.731056642254126,3.646263491792294
0.8963477041211001,-2.256174620197079,1.3217732732095753,-1.4232654972619754,-2.361535135854906,3.822854275983285
-0.008239846801540107,-2.8200492821946024,0.895147480236707,-0.45919528107658136,-1.1713906566072212,3.563727586443243
0.32854878177558344,-2.7171634240834277,1.2134359669176535,-0.34225766950975656,-2.055764941838063,3.57320128673801
0.36907974552407685,-2.703613569166042,1.028085882130822,-0.34630357648275023,-1.9498417667896621,3.6025932847835547
0.43564747581255103,-2.360617082112515,1.1141921168928866,-0.46976671024022876,-2.242834046456131,3.5233782461034413
0.09406886673502735,-2.524542771719942,1.0938546073555755,-0.29095055021284777,-2.047618699629633,3.6751885474718193
0.22972820707865305,-2.5242676820845125,1.0894911415613158,-0.33880794632787925,-2.0675092795887977,3.611365559361219
0.5076050304621704,-2.579338123145204,1.0893386236512121,-0.5061661944789639,-1.9915514582430855,3.480112121753872
0.4457388527319459,-2.558778250377778,1.3294341063566497,-0.4941517944830829,-2.3962593208800027,3.6740164066522687
0.4110255149421449,-2.7938706959326645,1.1494229523833024,-0.5644890069619137,-1.6197508547564095,3.4176620903255395
0.46134199764278927,-2.8895640937236666,1.2375702913214246,-0.4660263903119586,-1.8650597772092792,3.5217379722806874
0.38423781555636394,-2.763022654500461,1.0847580821993317,-0.5234956974735518,-1.5758569684909056,3.393379422709221
0.12020685330616754,-2.452405376900938,1.12731849058662,-0.46827401502542676,-1.8545683761453176,3.527722424178897
0.448986024907124,-2.8050156019364505,0.9024402377504206,-0.30974616511290387,-1.7274567224661737,3.4907922268579807
-0.25586877198470015,-2.518672994966901,1.1525515239083144,-0.29946951091190677,-1.6432042576130015,3.5646640115681945
0.3023790113105407,-2.5725140907694986,1.0384038218747258,-0.4152948480469787,-2.038431604839241,3.6854577104704522
0.3342111037646114,-2.8630203989280383,0.849115917350165,-0.5200840104104247,-1.1636342498309982,3.363411638054689
0.26423170785798344,-2.6995241374681194,1.1380288393215388,-0.3397806306341251,-1.8951513217979499,3.5321955427206744
0.3760461011747882,-3.044486945365535,1.1792136380706073,-0.42085408607590846,-1.4350490329314356,3.3451303251274878
0.383950372690971,-2.6720349366220426,0.695260893364432,-0.4748103592858226,-1.396966210612376,3.4646002404648337
0.7233966391793487,-1.8074656584992703,0.27110137503563303,-1.0434625411719805,-1.5553745311501923,3.4118047166064605
0.6919375834877726,-1.8063920866323682,0.6037133500729337,-1.158157462753246,-1.69161657203994,3.360515187864846
0.6712063518677809,-1.8797890352911755,0.6232733108585857,-0.9792241457224846,-1.765953892642377,3.33048741092967
0.5810940845171357,-1.8885808706753653,0.7103694173439217,-1.0053900872275556,-1.821139589879833,3.423647045921695
0.6891503377682193,-1.7212693482022732,0.5514693176111636,-1.0346730322194149,-1.9075136471670446,3.4228363722093498
0.6128293911166285,-1.6870691695496602,0.5590746125394337,-1.2614826582420746,-1.6107858648000293,3.387433688935704
0.570599409470077,-1.7796137325132233,0.612165313267711,-1.0330413852796974,-1.6483715434828352,3.2782619385379688
0.5766765923887243,-1.8224917550564443,0.5897757110915842,-0.9652345547664822,-1.6583817353264276,3.2796557416690413
0.6571893643635627,-2.0347777789853603,0.5149344502940485,-0.8004996251640955,-1.709355378550732,3.372508968042577
0.6451070831489751,-2.024829093781037,0.38168692206124,-0.9918140875987409,-1.5254978494407818,3.51534702561035
